Full_Name,First_Name,Last_Name,DOB,Mobile_Number_1,Mobile_Number_2,Email_Id_1,Email_Id_2
"Gawande College of Phamracy, Sakhar Kheda",,,,,,,
"Shri Sant Gajanan Maharaj College of Engineering, M.B.A. Department , Shegaon",,,,,,,
"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon, Bu",,,,,,,
"Indira  Bahuuddeshiy Shikshan Sanstha's College of Pharmacy,Malkapur",,,,,,,
"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshri Shahu College of Engineering, Buldhana",,,,,,,
"Anuradha College Of Pharmacy, Chikhli",,,,,,,
"Paramhansa Ramkrishna Maunibaba Shikshan Santha's , Anuradha Engineering College, Chikhali",,,,,,,
"Government Polytechnic, Khamgaon",,,,,,,
"Master in Computer Application Department Shri S.S.G.M. College of Engg. Compus, Shegaon",,,,,,,
"Sadhana Shikshan Mandal, Saraswati College, Shegaon",,,,,,,
"RAMBHAUJI LINGADE POLYTECHNIC COLLEGE, BULDHANA",,,,,,,
"Paramhansa Ramkrishna Maunibaba Shikshan Santha's Anuradha College of Pharmacy, Chikhali",,,,,,,
"ADARSHA BAHUUDDESHIYA SHIKSHAN PRASARAK MANDAL, DR. R . N. LAHOTI POLYTECHNIC, KHASARA",,,,,,,
"Matoshri Education Soc.'s College of Pharmacy, Mehakar, Tal. Mahekar, Dist. Buldhana.",,,,,,,
Dwarka institute of pharmacy Buldana,,,,,,,
"Young Engineers Education Society's Maharashtra Institute of Pharmacy, Betada, Bramhapuri, Chandrapur",,,,,,,
"Sarvodya Shikshan Mandal's Sardar Patel Mahavidayalaya, Dept. of Computer Studies & Research, Chandrapur",,,,,,,
"MATA MAHAKALI BAHUUDDESHIYA SHIKSHAN PRASARAK MANDAL'S MATA MAHAKALI POLYTECHNIC COLLEGE, WARORA",,,,,,,
"Abhinav Bahuuddeshiya's Siddhivinayak College of Pharmacy, Varora, Chandrapur.",,,,,,,
"M.D. Yergude Memorial Shikshan Mandal's Shri Sai Polytechnic, Chandrapur",,,,,,,
"Sarodaya Mahila Mandal & Priyadarshani Yashodhara College of Pharmacy,Chandrapur",,,,,,,
"Government Polytechnic, Bramhapuri",,,,,,,
"Sarvodaya Mahila Mandal's Chandrapur Polytechnic, Chandrapur",,,,,,,
Rajiv Gandhi College of Engineering Research & Technology  Chandrapur,,,,,,,
"M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology, Badravati",,,,,,,
"Krushi Jivan Vikas Pratishthan, Ballarpur Institute of Technology, Mouza Bamni",,,,,,,
"Government College of Engineering, Chandrapur",,,,,,,
"Sau. Leena Kishor Mamidwar Institute of Management Studies & Research, Chandrapur",,,,,,,
"Maharashtra College of Engineering, Betada, Brahmapuri",,,,,,,
"Renaissance Polytechnic,Chandrapur",,,,,,,
"Shri Lalbahaddur Shastri Shikshan Prasarak Mandal, VJ Polytechnic, Mouza  Khamona, Tah- Rajura, Chandrapur",,,,,,,
"Young Engineer's Education Society, Maharashtra Institute of Polytecnic, Betala, Bramhapuri,Chandrapur",,,,,,,
"Gramin Vikas Multipurpose Education Society,Prabhat Diploma College of Engineering, Mouza Rui, Ta- Bramhapuri, Chandrapur",,,,,,,
"Maharashtra Shikshan Prasarak Mandals,Sommaya Diploma In Engineering, Wadgaon Dist Chandrapur",,,,,,,
"Guruvandan Mahila Kalyankari Bahuuddeshiya Mandal's Guru Sai Polytechnic College, Mauza Datala, Chandrapur",,,,,,,
"Shree Tuljabhavani Sevabhavi Saikshanik & Samajik Sanstha, Hi-Tech College of Pharmacy, Morwa, Chandrapur",,,,,,,
"RENAISSANCE INSTITUTE OF MANAGEMENT STUDIES, DATALA NEW CHANDRAPUR",,,,,,,
"Ballarpur Seva Samiti,Jainuddin Zaweri Polytechnic, Dewai Govindpur, Tukum, Chandrapur",,,,,,,
"MATA MAHAKALI BAHUUDDESHYA SHIKSHAN PRASARAK MANDAL'S, MATA MAHAKALI  INSTITUTE OF ADVANCE TECHNOLOGY",,,,,,,
"Maharashtra Institute of Pharmacy ( B.Pharm ), Betada",,,,,,,
"Fairyland College Of Information Technology And Management, Gawarala Tal Bhadrawati",,,,,,,
"Scholars  Search Polytechnic college, Dhoptala-Korpana",,,,,,,
"Rupesh Badhan Institute of Pharmacy, Pimpalner",,,,,,,
"Shri. Vile Parle Kelawani Mandal's Institute of Pharmacy, Dhule",,,,,,,
"Shri. Vile Parle Kelawani Mandal's Institute of Technology, Dhule",,,,,,,
"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",,,,,,,
"Vardhaman Education & Welfare Society,Ahinsa Polytechnic, Post. Dondaicha,  Dhule",,,,,,,
"Netaji Subhashchandra Bose Edu Trust,Netaji Polytechnic.,Dhule",,,,,,,
"Nikam Institute of Technology(Polytechnic),Dhule",,,,,,,
"Adarsh Polytechnic,Dhule",,,,,,,
"Samarth Institute of Pharmacy, Kavathe",,,,,,,
"Ahinsa Institute of Pharmacy, Dondaicha",,,,,,,
"R.C. Patel Polytechnic, Shirpur",,,,,,,
"Prof. Ravindra Nikam College of Pharmacy, Gondur, Dhule",,,,,,,
"Shaineshwar Shikshan Prasarak Mandal's College of D. Pharmacy, Laling, Dhule",,,,,,,
"Laxmi Pratishthan's, Dhule Institute Of Technology, Dhule",,,,,,,
"Adarsh Shikshan Prasarak Mandal's College Of Management & College Of Information Technology, Dhule.",,,,,,,
"Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering, Dhule",,,,,,,
"SES's R.C. Patel College of Pharmacy, Shirpur",,,,,,,
"H. R. Patel Women's College of Pharmacy, Shirpur, Dhule",,,,,,,
"Dhulia Charitable Society's Annasaheb Ramesh Ajmera College of Pharmacy, Dhule",,,,,,,
"Kisan Vidya Prasarak's K.V.P.S. Institute of Pharmaceutical Education, Boradi, Shirpur, Dhule",,,,,,,
"Nagaon  Education Society's Gangamai College of Engineering, Nagaon, Tal Dist Dhule",,,,,,,
"Nagaon Education Society Gangamai College of Pharmacy, Nagaon,Dhule",,,,,,,
"R. C. Patel Institute of Technology, Shirpur",,,,,,,
"Sanjay Education Society's College of Engineering, Navalnagar",,,,,,,
"Dhule Charitable Society's Institute of Pharmacy, Dhule",,,,,,,
"Sanjay Education Society's Polytechnic Wadibhokar, Dhule",,,,,,,
"Government Polytechnic, Dhule",,,,,,,
"Shri Shivaji Viddhya Prasarak Sanstha's Bapusaheb Shivajirao Deore Polytechnic, Dhule",,,,,,,
"Nagaon Education Society's Gangamai Polytechnic, Nagaon",,,,,,,
"Vidya Vikas Mandals Diploma College of Pharmacy, Sakri",,,,,,,
"R.C.Patel Edu. Trust's H.R. Patel Institute of Pharmacy, Shirpur, Dhule",,,,,,,
"Sanjay Edu.Soc.'s S.E.S. Institute of Pharmacy, Balapur(Phagane), Dhule.",,,,,,,
"Nagaon Education Soc., Institute of Pharmacy, Nagaon, Dist. Dhule.",,,,,,,
"Kisan Vidya Prasarak Sanstha's,  Maharani Ahilyabai Holkar College of Pharmacy,Boradi",,,,,,,
"THE SHIRAPUR EDUCATION SOCIETY'S R.C.PATEL INSTITUTE OF PHARMACY, SHIRPUR",,,,,,,
"R.C. Patel Educational Trust, Institute of Management Reasearch & Development, Shirpur",,,,,,,
"West Khandesh Bhagini Seva Mandal's Dr. Suryakanta R. Ajmera M.C.A. College for Women, Dhule",,,,,,,
"Sardar Patel Memorial Society's Namdevrao Poreddiwar College of Engineering and Technology, Gadchiroli-0",,,,,,,
"Government Polytechnic, Gadchiroli.",,,,,,,
Gondwana University Department of Management,,,,,,,
"Kirsan's Mission Institute of Management, Gankhaira,Ta. Goregaon, Dist. Gondia",,,,,,,
"Vidyasagar Education Society, Gurukul Polytechnic, Nagra, Gondia",,,,,,,
"Gondiya Education Society's  Manoharbhai Patel Institute of Pharmacy, Gondia.",,,,,,,
"KRUSHNA SAHAYOGI TANTRA SHIKSHAN SANSTHA, C.S. INSTITUTE OF TECHNOLOGY, DEORI",,,,,,,
"Krishna Sahyogi's Chatrapati Shivaji College of Pharmacy, Devari, Tal. Devari, Dist.Gondiya",,,,,,,
"BHAVABHUTI SHIKSHAN SANSTHA'S LAXMANRAO MANKAR COLLEGE OF POLYTECHNIC, RISAMA",,,,,,,
"Government Polytechnic, Gondia",,,,,,,
"Bhaubhuti Shikshan Sanstha, Shree L.M. (Diploma) College of  Pharmacy, Aamgaon",,,,,,,
"Gondia Education Society Manohar Bhai Patel Institute of Pharmacy, Gondia",,,,,,,
"Gondia Education Society's Manoharbhai Patel Institute of Engineering and Technology, Gondia",,,,,,,
"Gondia Education Society Department Of Management Technology N.M.D.Post-Graduate College Of Arts, Commerce, Law & Management, Gondia",,,,,,,
"Pratap Memorial Charitable Trust's Shankarlal Agarwal College of Management Studies,Suryatola,Gondia",,,,,,,
"K.C.T.COLLEGE OF PHARMACY, GULBERGA, KARNATAKA",,,,,,,
"Luqman College of Pharmacy, Gulberga",,,,,,,
"K C T Engineering college, Gulbarga",,,,,,,
"Rajiv Memorial Education Society's College of Pharmacy , Gulbarga",,,,,,,
Tipu Sultan college of pharmacy,,,,,,,
"AYESHA COLLEGE OF PHARMACY ,GULBARGA",,,,,,,
BAHUBALI COLLEGE OF ENGINEERING,,,,,,,
"Shri. Dhaneshwari Manav Vikas Mandal's S.V.P. College of Pharmacy, Hingoli",,,,,,,
"Sarswati Institute of Pharmacy,  Kurtadi, Hingoli",,,,,,,
"Geetai Charitable Trust's Khurana Sawant Insitute of Engneering & Technology, Village Balsond",,,,,,,
"EN-520-Shri. Dhaneshwari Manav Vikas Mandal, Dr. V.K. Patil Engineering College, Hatta",,,,,,,
"Shree Dhaneshwari Manav Vikas Mandal Diploma in Engineering and Technology Institute, Hatta, Tal. Basmat",,,,,,,
"Government Polytechnic, Hingoli",,,,,,,
"Sagar Institute Of Technology, Chevella",,,,,,,
"Khandesh College Education Society's Ojaswini College of Architecure and Design, Jalgaon",,,,,,,
"Trimurti Shikshan Prasarak Mandal's Shri. Pandit Anna Patil College of Engineering, Jalgaon.",,,,,,,
"KDGM's Dr. Uttamrao Mahajan Institute of Engineering & Technology, Chalisgaon(Shifted to 5253)",,,,,,,
"Sahjivan Shikshan Prasarak Mandal's Vasantrao More Polytechnic, Tehu Tq.Parola, Jalgaon.",,,,,,,
"Potdar Polytechnic, Pachora, Jalgaon",,,,,,,
"Trimurti Institute of Pharmacy,  Paldhi (BK), Jalgaon",,,,,,,
"Department of Computer Science, North Maharashtra University, Jalgaon",,,,,,,
"Shri. Sai Institute of Technology, Amalner",,,,,,,
Mauli Institute of Technology (Polytechnic),,,,,,,
"Institute of Management and Science, Sakegaon",,,,,,,
"Shrikrishna Educational & Cultural Mandal's College of Architecture, Jalgaon",,,,,,,
"Samrat Ashok Institute ofComputer Management Studies,Chalisgaon",,,,,,,
SHRI GULABRAO DEOKAR INSTITUTE OF PHARMACY & RESEARCH CENTRE,,,,,,,
"College of Engineering and Technology ,North Maharashtra Knowledge City ,Jalgaon",,,,,,,
"Sureshchandra Dhariwal Polytechnic, Palaskhede(bk), Tal. Jamner.",,,,,,,
"Raghvendra Shikshan Prasarak Mandal's Late Junasing Mangtu College of Engg. (Diploma), Valthan, Tal Chalisgaon, 
Jalga",,,,,,,
"Godavari Foundation,Dr.Varsha Patil Institute of Technology, Jalgaon",,,,,,,
"Sarswati Vidya Prasarak Mandal, Aabasaheb Shivajirao Sitaram Patil Institute of Polytechnic, Chichpura, Tal- Dharangaon,Jalgaon",,,,,,,
"Mahatma Phule Samajik & Shaikshanik Vikas Mandal, Samrat Ashok Polytechnic,Dhule Road, Chalisgaon ,Dist Jalgaon",,,,,,,
"Nath Nangebaba Malti Purpose Mandal's, Polytechnic, Parola, Dist-Jalgaon",,,,,,,
"Shram Sadhana Bombay Trust's Institute of Pharmacy, Bambhori, Jalgaon",,,,,,,
"Mahatma Gandhi Taluka Shikshan Mandal's Sharadchandrika S. Patil Inst of Technology, Chopda",,,,,,,
"Godavari Foundation's Dr. Ulhas Patil Institute of Computer Technology, Jalgaon",,,,,,,
"Deparment of Computer Science, North Maharashtra University, Jalgaon.",,,,,,,
"G. H. Raisoni Institute of Information Technology, Pachora Road, Mohadi Jalgaon",,,,,,,
"Tapi Valley Education Society's  Institute of Pharmacy,Faizpur",,,,,,,
"Government Polytechnic, Jalgaon",,,,,,,
"MGTS MANDAL'S SHARADCHANDRIKA SURESH PATIL INSTITUTE OF TECHNOLOGY(POLYTECHNIC), CHOPDA",,,,,,,
"Technical & Medical Education Society's J. T. Mahajan Polytechnic, Faizpur",,,,,,,
"Shram Sadhana Trust's New Polytechnic, Jalgaon",,,,,,,
"Shree Sant Muktabai Sansthan's Shri Sant Muktabai Institute of Technology, Jalgaon",,,,,,,
"Shri Krishna Education & Cultural Mandal's Shri Sureshdada Jain Polytechnic, Jalgaon",,,,,,,
"Shri.Sant Muktabai  Santha's Institute  of Technology,Jalgoan",,,,,,,
"Kisan Dnanodaya mandal of K.D.M.G.of Institute Of Pharmacy, Chalisgaon, Jalgaon",,,,,,,
"Khandesh Education Society's College of Pharmacy,Amalner,Jalgaon",,,,,,,
"Jijamata Vidyapeeth's Shree. P.E.(Tatya) Patil Institute of Pharmacy, Jalgaon",,,,,,,
"Kai. Vanjibaba Gramin Vikas Mandal, Shantidevi Chavhan Institute of Engineering & Technology, Chalisgaon",,,,,,,
"Shellino Education Society's NanaSaheb R.G.Patil Institute Of Pharmacy,Mamurabad, Jalgaon",,,,,,,
"TRIMURTI SHIKSHAN PRASARAK MANDAL, TRIMURTI INSTITUTE OF TECHNOLOGY,JALGAON",,,,,,,
"KISAN DNYANODAY MANDAL GUDHE'S DR. UTTAMRAO MAHAJAN INSTITUTE OF ENGINEERING & TECHNOLOGY(DIPLOMA),CHALISGAON",,,,,,,
"JIJAMATA FOUNDATION, SAU. NIRMALATAI P.PATIL WOMEN'S POLYTECHNIC COLLEGE, JALGAON",,,,,,,
"G.H.R. EDUCATION FOUNDATION, G.H. RAISONI POLYTECHNIC,SAOKHEDE BK",,,,,,,
"Godavari Foundation's Godavari College Of Engineering,  Jalgaon",,,,,,,
"Government College of Engineering, Jalgaon",,,,,,,
"Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology, Bhusawal",,,,,,,
"Shellino Education Society's Arunamai College of Pharmacy,Mamurabad, Jalgaon",,,,,,,
"S.S.B.T.'s College of Engineering and Technology, Jalgaon",,,,,,,
"MGSM's Smt. Sharadchandrika Suresh Patil  College of Pharmacy, Chopda",,,,,,,
"Kai Yashodabai Dagadu Saraf CharitableTrust, Sakegoan",,,,,,,
"K.C.E. Society's College of Engineering and Information Technology, Jalgaon",,,,,,,
"Late Bhausaheb Hire Smarneeka Samiti Trust's College of  Architecture, Jalgaon",,,,,,,
"Khandesh College Education Society's Institute of Management & Research, Jalgaon",,,,,,,
"Godavari Institute of Management & Research, Amminity, Jalgaon",,,,,,,
"GHR.Education Foundation Society's G.H. Raisoni Institute of Engineering and Management, Jalgaon",,,,,,,
"Shri Sureshdada Jain Institute Of Pharmaceutical Education and Research,Jamner Dist- Jalgaon",,,,,,,
"Shrikrishna Educational & Cultural Mandal's Shri Sureshdada Jain College of Engineering, Jalgaon",,,,,,,
"T.M.E. Society's J.T.Mahajan College of Engineering, Faizpur",,,,,,,
"Tapi Valley Education Society's College of Pharmacy, Faizpur",,,,,,,
"Shri Chhatrapati Shivaji College of Engineering, (Rahuri Factory), Tal.Rahuri, Dist.Ahmednagar-413707",,,,,,,
"Mavav School of Engineering & Technology, Gut No. 1035 Nagpur Surat Highway, NH No. 6 Tal.Vyala, Balapur, Akola,  444303",,,,,,,
"Marathwada Shikshan Prasarak Mandal's Group of Institutions, Aurangabad-431006",,,,,,,
"Sardar Patel Memorial Society's Namdevrao Poreddiwar College of Engineering and Technology, Gadchiroli-1",,,,,,,
"Shri Chhatrapati Shivaji College of Engineering, (Rahuri Factory), Tal.Rahuri, Dist.Ahmednagar-413708",,,,,,,
"NDMVP Samaj's Institute of Pharmaceutical Sciences, Adgaon, Nashik-3.",,,,,,,
"Mahatma Gandhi Vidya Mandir Institute of  Hotel Management and Catering Technology,Nashik",,,,,,,
"NDMVPS's Rajshree Shahu Maharaj Polytechnic, Nashik",,,,,,,
"A.I.T. INSTITUTE OF PHARMACY ,MALEGAON(NASHIK)",,,,,,,
"Jagdamba Edu Soc., Santosh N. Darade Polytechnic, Yeola",,,,,,,
"Guru Gobind Singh Foundation's Guru Gobind Singh Polytechnic, Nashik",,,,,,,
"K. K. Wagh Institute of Engineering Education and Research, Nashik",,,,,,,
"Nashik Gramin Shikshan Prasarak Mandal, Brahma Valley Institute of Management, Anjaneri ( Trimbakeshwar )",,,,,,,
"Nashik District Maratha Vidya Prasarak Samaj's Institute of Management Research & Technology, Nashik",,,,,,,
"Navjeevan Institute of Management, Nashik",,,,,,,
"Matoshri College of Management and Research Centre, Eklahare, Nashik",,,,,,,
"C. H. M. E. Society's Dr. Moonje Institute of Management & Computer Studies, Nashik",,,,,,,
"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",,,,,,,
"Gurukul Education Society's Institute of Engineering & Technology, Nandgaon",,,,,,,
"Matoshri College of Pharmacy, Eklahare, Nashik",,,,,,,
"Jawahar Education Society's Institute of Technology, Management & Research, Nashik.",,,,,,,
"Shree. Kapildhara Polytechnic, Igatpuri.",,,,,,,
"Ashoka Business School, Nashik",,,,,,,
"Sanghavi College of Engineering, Varvandi, Nashik.",,,,,,,
"Gokhale Education Society's Sir Dr. M.S.Gosavi College of Pharmaceutical Education & Research, Nashik",,,,,,,
"Maulana Mukhtar Ahmad Nadvi Technical Campus, Malegaon.",,,,,,,
"Dr.N.H.Wagh Institute Of Management and Research, Dahiwal, Ta. Malegaon, Dist. Nashik",,,,,,,
"Pravara Rural Education Society's College of PHarmacy (D.Pharm), Chincholi",,,,,,,
"Pravara Rural Education Society's College of Architecture,Sinnar",,,,,,,
"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",,,,,,,
"R.G.Sapkal Institute of Pharmacy, Anjaneri",,,,,,,
"Mahatma Gandhi Vidya Mandir's Institute of Pharmacy(D.Pharmacy), Malegaon",,,,,,,
"Swami Insitutte of Pharmacy, Abhona",,,,,,,
"R.M.S. Institute of Pharmacy, Sayane Khurd",,,,,,,
"Gokhale Education Society's Sir Dr.M.S.Gosavi Polytechnic Institute, Nashik Road",,,,,,,
"MET's Institute of D. Pharmacy, Adgaon, Nashik",,,,,,,
"Divine College of Pharmacy, Satana",,,,,,,
"Dr Naikwadi College of D Pharmacy, Jamgaon Sinnar",,,,,,,
"Sir Dr. M.S. Gosavi Instititute of Business Studies, Nashik",,,,,,,
"Sahyadri College of Fire Engineering & Safety Management, Nashik",,,,,,,
"Ozar Vikas Sanstha's Vishwasattya College of MBA, Ozar.",,,,,,,
"Kalyani Charitable Trust, Kalyani Ravindra Sapkal College of Management Studies, Nashik",,,,,,,
"Shree Gurudatta Shikshan Sanstha's Shri Dhondu Baliram Pawar College of Management, Manur, Kalwan",,,,,,,
"Brahma Valley College of Engineering & Research, Trimbakeshwar, Nashik",,,,,,,
"C.H.M.E. Society's Dr. Moonje Institute for Management & Computer Studies, Nashik",,,,,,,
"Shree Neminath Jain Brahmacharyashram Jain Gurukul's Shri.Deepchand Fakirchand Lodha Pharmacy Institute, Chandwad",,,,,,,
"Pune Vidyarthi Griha's College Of Engineering, Nashik",,,,,,,
"Sandip Institute of Engineering & Management, Nashik",,,,,,,
"Matoshri College of Management and RC Center, Dhanore",,,,,,,
"Karmaveer R.S.Wagh Education & Health Institute, Kadwa Polytechnic, Rajaram Nagar, Tal-Dindori, Nashik",,,,,,,
"Maharashtra Shikshan Vikas Mandal's Loknete Gopalraoji Gulwe,  Polytehnic,Vilholi,Nashik",,,,,,,
"Maharashtra Shetkari Seva Mandal, Tryambakrao Shejawal Institute Of Techology  (Polytehnic), Manmad,Nandgaon,Nashik",,,,,,,
"Potdar Foundation Taloda,Potdar Polytechnic, Patne, Malegaon, Nashik.",,,,,,,
"K.V.N.Naik  S. P. Sanstha?s, Polytechnic,Nashik",,,,,,,
"Nashik Institute of Technology, Late Annasaheb Patil Polytechnic , Dindori Road Cannol road ,MERI ,Nashik",,,,,,,
"Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Technology, Agastkhind, Tal Sinner  Nashik",,,,,,,
"Vidya Education Society's Vidya Institute of Technology, Dhanore.",,,,,,,
"Sandip Foundation's Sandip Institute of Polytechnic, Nashik.",,,,,,,
"Krantiveer Vasantrao Narayan Naik Institute of Engineering Education & Research, Nashik.",,,,,,,
"Sandip Institute of Pharmaceutical Science, Nashik.",,,,,,,
"Dr. B.V. Hiray College of Management & Research Centre, Malegaon.",,,,,,,
"Universal College of Management, Chandsi, Nashik",,,,,,,
"K. K. Wagh College of Pharmacy, Nashik",,,,,,,
"Karmaveer Bhausaheb Hiray Institute of Management & Research, Malegaon",,,,,,,
"MET's School of Architecture & Interior Design, Govardhan, Nashik",,,,,,,
"Vidyavardhan's Institute of Design Environment and Architecture (IDEA), Nashik",,,,,,,
Atharva College of Hotel Mahangement & Catering Technology,,,,,,,
"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad)  Sub Section - Osmanabad",,,,,,,
"V.J.Shinde Polytechnic Institute, Osmanabad.",,,,,,,
"Shri Sai Janavikas Pratishtan's Sow.Shardadevi Pandit Polytechnic institute,Alani, Osmanabad",,,,,,,
"Ransamrat Kreeda Mandal's Rajarshi Shahu Institue of Technology,Parli Road Kallam, Dist. Osmanabad.",,,,,,,
"Kiran Bahuuddeshiya Shikshan Sanstha's R R Polytechnic, Hasegaon (K), Tq Kalamb, Dist Osmanabad",,,,,,,
"Shri Sai Janvikar Pratisthan's R.P. College of Pharmacy, Osmanabad",,,,,,,
"V.J. Shinde College of Engineering, Osmanabad.",,,,,,,
"Shree Bhairavnath Nisarga Mandal's D. Pharmacy College, Aalani",,,,,,,
"Anandgram Krushi Vikas Mandals  Late Maharudra Bappa Mote College of Pharmacy, Girwali",,,,,,,
"Government Polytechnic, Osmanabad",,,,,,,
"A.S.P.M's Diploma in Pharmacy Institute, Osmanabad",,,,,,,
"Dr. Babasaheb Ambedkar Marathwada University, Sub Centre, Osmanabad",,,,,,,
"Adarsh Shikshan Prasarak Mandal's K.T. Patil College of MBA, Osmanabad",,,,,,,
"Terna Public Charitable Trust's College of Engineering, Osmanabad",,,,,,,
"Shree Tuljabhavani College of Engineering, Tuljapur",,,,,,,
